,fullTitle,subjects,holdings
16971,Seeing objects : the structure of visual representation / Michela C. Tacca.,Visual perception,BF 241 .T33 2010
16972,"On collective memory / Maurice Halbwachs ; edited, translated, and with an introduction by Lewis A. Coser.","Memory -- Social aspects, Knowledge, Sociology of",BF 378 .S65 H35 1992
16973,Europe's inner demons : an enquiry inspired by the great witch-hunt / by Norman Cohn.,Witchcraft -- Europe,BF 1584 .E9 C63
16974,"Human communication: a unified view / Edited by Edward E. David, Jr. [and] Peter B. Denes.","Speech, Speech perception, Speech processing systems",BF455 .D275
16975,A theory of cognitive aging / Timothy Salthouse.,Cognition -- Age factors,BF 724.55 .C63 S25 1985
16976,"Sensation and perception / Stanley Coren, Clare Porac, Lawrence M. Ward.","Senses and sensation, Perception",QP431 .C63
16977,Left in the past : radicalism and the politics of nostalgia / by Alastair Bonnett.,"Nostalgia -- Political aspects, Radicalism -- Social aspects, Socialism -- Social aspects",BF 575 .N6 B66 2010
16978,The fine line : making distinctions in everyday life / Eviatar Zerubavel.,"Categorization (Psychology), Boundaries -- Psychological aspects, Social perception",BF 445 .Z47 1991
16979,An assessment of the effects of spiritual and relational teaching on student learning / Matthew Alan Hiatt.,"spirituality, relationality, higher education, integration of faith and learning, student learning, pedagogy",None
16980,"The bullying prevention handbook : a guide for principals, teachers, and counselors / John H. Hoover, Ronald Oliver.","Bullying, Aggressiveness in children",BF 637 .B85 H66x 1996
16981,"The psychology of values / edited by Clive Seligman, James M. Olson, Mark P. Zanna.","Values -- Psychological aspects -- Congresses, Moral development -- Congresses, Social values -- Congresses",BF 778 .P76 1996
16982,A prophetic analyst : Erich Fromm's contributions to psychoanalysis / edited by Mauricio Cortina and Michael Maccoby.,"Fromm, Erich, 1900-1980 -- Congresses, Psychoanalysis -- Congresses",BF 109 .F76 P76 1996
16983,"Body, mind and healing after Jung : a space of questions / edited by Raya A. Jones.","Mind and body, Mental healing, Jungian psychology",BF 161 .B5675 2011
16984,Oedipus variations : studies in literature and psychoanalysis,"Oedipus complex, Oedipus (Greek mythological figure), Sophocles -- Characters -- Oedipus, Oedipus (Greek mythological figure) -- In literature, Psychoanalysis and literature, Freud, Sigmund, 1856-1939",BF 175.5 .O33 O38 1991
16985,Contextual inference [i.e. interference] : single-task versus multi-task learning and influence of concurrent temporal interference / by Dana Maslovat.,"Learning, Psychology of, Interference (Perception), Context effects (Psychology)",None
16986,Childhood stress / edited by L. Eugene Arnold.,"Stress in children, Stress in adolescence, Stress in children -- Prevention, Stress in adolescence -- Prevention",BF 723 .S75 C47 1990
16987,Child prodigies and exceptional early achievers / John Radford.,"Gifted children, Exceptional children",BF 723 .G5 R33 1990
16988,"Islands of genius : the bountiful mind of the autistic, acquired, and sudden savant / Darold A. Treffert ; foreword by Daniel Tammet.","Savants (Savant syndrome), Savant syndrome",BF 426 .T74x 2010
16989,"Psychology : the experimental approach / Douglas K. Candland, Robert S. Moyer.","Psychology, Experimental",BF 181 .C28
16990,"The Goal of B.F. Skinner and behavior analysis / Robert W. Proctor, Daniel J. Weeks.","Behaviorism (Psychology), Skinner, B. F. (Burrhus Frederic), 1904-1990, Psychology, Experimental",BF 199 .P76 1990
16991,Curiosité et Libido sciendi de la Renaissance aux Lumières / textes réunis par Nicole Jacques-Chaquin et Sophie Houdard.,"Curiosity -- History, Curiosity in literature",BF 323 .C8 C83x 1998 t.1
16992,Mnemonology : mnemonics for the 21st century / James B. Worthen and R. Reed Hunt.,Mnemonics,BF 385 .W77 2011
16993,"Le tableau pretendu de la penitence : ou le caractere de devotion de Soeur Marie de S. Joseph dite Benoist Bucaille, accusée d' etre sorciere & magicienne native de Cherbourg...",Witchcraft -- France,None
16994,The relationship between experiential avoidance and physiological reactivity to stress / Brodrick Thomas Brown.,"experiential avoidance, acceptance, stress, cardiovascular reactivity",None
16995,"A nosseigneurs de Parlement : suplie humblement Marie Benoist dite de la Bucaille, aux qualitez qu'elle procéde : contre Monsieur le Procureur Général du Roy : en presence de Catherine Bedel dite la Rigolette.../ [Marie Benoist, du Hecquet et Lucas].","Bedel, Catherine, Witchcraft -- France",None
16996,"La Descouverture des faux possedez : tres-utile pour recognoitre & discerner les simulations, feintiles & illusions : d'auecles vrayes & re eles possessions diaboliques.../ par le R.P. Claude Pythois...","Demonology, Exorcism",None
16997,The effectiveness of a multifaceted treatment for delinquent and ungovernable adolescents : a long-term follow-up study of recidivism / by Jason R. K. Adams.,"Juvenile delinquents -- Treatment, Recidivism",None
16998,Manual and oculomotor control during tracking and interception tasks : normal characteristics and deficits due to cerebellar dysfunction / by Paul Van Donkelaar.,"Motion perception (Vision), Figure-ground perception, Visual perception -- Testing, Cerebellar ataxia -- Pathophysiology",None
16999,Unconscious knowing and other essays in psycho-philosophical analysis / Linda A.W. Brakel.,"Psychoanalysis, Philosophy",BF 173 .B753 2010
17000,Theories of hypnosis : current models and perspectives / edited by Steven Jay Lynn and Judith W. Rhue.,"Hypnotism, Hypnotism -- Therapeutic use",BF 1141 .T44 1991
17001,"Factum pour Catherine Bedel dite La Rigolette : qui doit servir de réponse à celui de Marie Benoist dite de la Bucaille, & au memoire du Lieutenant General de Vallognes : qui contient les faits extraordinaires rapportés dans le procès contre ladite Marie Benoist, Jeanne de Launey sa servante, appelantes, et le Frere Saulnier Cordelier...",Witchcraft -- France,None
17002,"Resolutions de messieurs les docteurs de Sorbone : sur plusieurs questions qui concernent le crime de sortilege, dont ils ont eté requis, donner eclaircissement aux proces intentez à la requeste du Procureur du Roy au Siege Prefidial d'Orleans, contre plusieurs accusez du dict crime, pardeuant le Lieutenant Criminel du dict siege.",Witchcraft -- France,None
17003,Assessing the predictive validity of the youth-outcome questionnaire-prognostic assessment in court referred juvenile delinquents / by Annette Stephenson Keddington.,"Youth Outcome Questionnaire, Juvenile delinquents, Youth -- Psychological testing, Examinations -- Validity",None
17004,Ghost stories from the American South / compiled and edited by W.K. McNeil.,Ghosts -- Southern States,BF 1472 .U6 G48 1985
17005,"When performance fails : expertise, attention, and performance under pressure / by Sian Leah Beilock.","Performance -- Psychological aspects, Control (Psychology), Attention, Anxiety, Success -- Psychological aspects, Failure (Psychology)",None
17006,None,None,None
17007,The Future of folk psychology : intentionality and cognitive science / edited by John D. Greenwood.,"Psychology -- Philosophy, Ethnopsychology, Cognitive science, Intentionality (Philosophy)",BF 38 .F88 1991
17008,Russian psychology : a critical history / David Joravsky.,"Psychology -- Soviet Union -- History, Communism and psychology -- Soviet Union -- History",BF 108 .S65 J67 1989
17009,"The psychology of adolescence / Arthur T. Jersild, Judith S. Brook, David W. Brook.",Adolescent psychology,BF 724 .J4 1963
17010,An evidence-based approach to authentic leadership development / Tony Fusco.,"Leadership -- Psychological aspects, Leadership",BF 637 .L4 F87 2018
17011,The Imagery debate / Michael Tye.,"Imagery (Psychology), Mental representation",BF 367 .T94 1991
17012,General bibliography of C.G. Jung's writings / compiled by Lisa Ress and William McGuire.,"Jung, C. G. (Carl Gustav), 1875-1961 -- Bibliography",BF 23 .J763 1953 vol.19
17013,The metaphysics of mind / Anthony Kenny.,"Mind and body, Psychology -- Philosophy",BF 161 .K455 1989
17014,"Breaking hearts : the two sides of unrequited love / Roy F. Baumeister, Sara R. Wotman.","Unrequited love, Unrequited love -- Case studies",BF 575 .U57 B38 1992
17015,"Contemporary hypnosis research / edited by Erika Fromm, Michael R. Nash ; foreword by John F. Kihlstrom.",Hypnotism,BF 1141 .C686 1992
17016,Exploring developmental theories : toward a structural/behavioral model of development / Frances Degen Horowitz.,"Developmental psychology -- Philosophy, Child development -- Philosophy",BF713 .H67 1987
17017,Child psychology : a very short introduction / Usha Goswami.,"Child psychology, Cognition in children",BF 721 .G67x 2014
17018,None,None,None
17019,Revista interamericana de psicología = Interamerican journal of psychology.,Psychology -- periodicals,None
17020,The astrology encyclopedia / James R. Lewis.,"Astrology -- Encyclopedias, Natal astrology -- Encyclopedias",BF 1655 .L485 1994
17021,A complete guide to the tarot / by Eden Gray.,Tarot,BF 1879 .T2 G68 1970
17022,"Sexuality : existential perspectives / editor, Martin Milton.",Sex,BF 692 .S49x 2014
17023,The dangerous edge : the psychology of excitement / Michael J. Apter.,"Sensation seeking, Peak experiences, Risk taking",BF 698.35 .S45 A67 1992
17024,"Development of cognition, affect, and social relations / edited by W. Andrew Collins.","Child psychology -- Congresses, Cognition in children -- Congresses, Affect (Psychology) -- Congresses, Social interaction -- Congresses, Interpersonal relations in children, Socialization -- Congresses, Child development -- Congresses",BF 721 .M545 vol.13
17025,Body criticism : imaging the unseen in Enlightenment art and medicine / Barbara Maria Stafford.,"Body image -- History -- 18th century, Anatomy, Artistic -- History -- 18th century, Medicine and art -- History -- 18th century, Enlightenment",BF 697.5 .B63 S73 1991
17026,"Facial attractiveness : evolutionary, cognitive, and social perspectives / edited by Gillian Rhodes and Leslie A. Zebrowitz.","Physiognomy, Face -- Social aspects, Interpersonal attraction",BF 859 .F33 2002
17027,Theories of development : concepts and applications / William C. Crain.,Developmental psychology,BF 713 .C72 1985
17028,Child development and personality / Paul Henry Mussen ... [et al.].,"Child psychology, Personality",BF 721 .C5143 1984
17029,The age of stress : science and the search for stability / Mark Jackson.,"Stress (Psychology), Stress (Physiology), Science and psychology, Diseases -- Causes and theories of causation, Stress, Psychological, Stress, Psychological -- Epidemiology, Stress, Physiological, Life change events, Adaptation, Biological, Happiness",BF 575 .S75 J33x 2013
17030,"Personality : strategies and issues / Robert M. Liebert, Michael D. Spiegler.",Personality,BF 698 .L465 1978
17031,All of us : Americans talk about the meaning of death / [edited by] Patricia Anderson.,"Death -- Psychological aspects, Bereavement -- Psychological aspects",BF 789 .D4 A45 1996
17032,"The darkening spirit : Jung, spirituality, religion / David Tacey.","Psychoanalysis and religion, Jungian psychology, Jung, C. G. (Carl Gustav), 1875-1961",BF 175.4 .R44 T327 2013
17033,Indirect perception / edited by Irvin Rock ; with a foreword by Stephen E. Palmer.,"Perception, Schemas (Psychology), Gestalt psychology",BF 311 .I46 1997
17034,Genius unmasked / Roberta B. Ness.,"Genius -- Case studies, Creative ability in science -- Case studies, Creative ability",BF 412 .N46 2013
17035,Oneness and separateness : from infant to individual / by Louise J. Kaplan.,"Mahler, Margaret S, Infant psychology",BF 723 .I6 K33
17036,"National myths : constructed pasts, contested presents / edited by Gérard Bouchard.","National characteristics, Mythology, Ethnicity, Group identity, Ethnopsychology",BF 753 .N38 2013
17037,Rethinking introspection : a pluralist approach to the first-person perspective / Jesse Butler.,"Introspection, Perception, Psychology",BF 316 .B88 2013
17038,Harry Stack Sullivan : interpersonal theory and psychotherapy / F. Barton Evans III.,"Sullivan, Harry Stack, 1892-1949, Psychoanalysis, Interpersonal relations",BF 109 .S8 E83 1996
17039,Exploring Misophonia / edited by Shaylynn Hayes ; research edited by Jennifer Jo Brout.,"Sound -- Psychological aspects, Aversive stimuli, Conditioned response, Avoidance (Psychology), Misophonia",BF 319.5 .A8 E96x 2019
17040,Trauma and the soul : a psycho-spiritual approach to human development and its interruption / Donald Kalsched.,"Psychic trauma, Psychic trauma -- Case studies, Soul, Dreams, Jung, C. G. (Carl Gustav), 1875-1961",BF 175.5 .P75 K35x 2013
17041,Conscious mind in the physical world / Euan Squires.,Consciousness,BF 311 .S75x 1990
17042,The psychobiology of human motivation / Hugh Wagner.,"Motivation (Psychology), Psychobiology",BF 503 .W34 1999
17043,Conceptualizing the evaluation of clinical counseling / William D. Eldridge.,"Counseling, Psychotherapy, Counselor and client, Mental health services, Psychology, Applied",BF 637 .C6 E47 1997
17044,Dispatches from the Freud wars : psychoanalysis and its passions / John Forrester.,"Psychoanalysis, Psychoanalysis -- History, Psychoanalytic interpretation, Freud, Sigmund, 1856-1939",BF 175 .F646 1997
